file,x,y
1-s2.0-S0016236119312037-main-Figure1-1.png,43,297
1-s2.0-S0016236119319829-main-Figure2-1.png,57,310
1-s2.0-S0016236119321593-main-Figure10-1.png,57,360
1-s2.0-S0016236119321593-main-Figure12-1.png,64,401
1-s2.0-S0016236119321593-main-Figure5-1.png,55,359
1-s2.0-S0016236119321593-main-Figure8-1.png,51,364
1-s2.0-S0016236119321593-main-Figure9-1.png,70,349
1-s2.0-S0016236119322483-main-Figure5-1.png,48,322
1-s2.0-S0016236119323397-main-Figure1-1.png,77,269
1-s2.0-S0016236119323397-main-Figure2-1.png,42,320
1-s2.0-S0016236120302337-main-Figure7-1.png,55,361
1-s2.0-S0032591007000903-main-Figure15-1.png,77,238
1-s2.0-S0032591007000903-main-Figure18-1.png,52,259
1-s2.0-S0032591016305101-main-Figure14-1.png,4,174
1-s2.0-S0043135407007002-main-Figure6-1.png,79,260
1-s2.0-S0043135417309764-main-Figure3-1.png,51,256
1-s2.0-S004313541930973X-main-Figure2-1.png,75,335
1-s2.0-S004313541930973X-main-Figure8-1.png,55,332
1-s2.0-S0045653517315187-main-Figure3-1.png,54,293
1-s2.0-S0045653517315187-main-Figure4-1.png,55,310
1-s2.0-S0045653518310191-main-Figure2-1.png,47,322
1-s2.0-S0048357519305085-main-Figure4-1.png,47,280
1-s2.0-S004896971830593X-main-Figure10-1.png,54,354
1-s2.0-S0048969718311148-main-Figure2-1.png,57,370
1-s2.0-S0048969718311148-main-Figure6-1.png,59,309
1-s2.0-S004896971831547X-main-Figure2-1.png,45,289
1-s2.0-S014139101630026X-main-Figure2-1.png,56,342
1-s2.0-S014139101630026X-main-Figure3-1.png,59,342
1-s2.0-S016523701300123X-main-Figure4-1.png,55,374
1-s2.0-S0165237014000825-main-Figure5-1.png,69,563
1-s2.0-S016523701400254X-main-Figure3-1.png,54,309
1-s2.0-S016523701400254X-main-Figure6-1.png,39,287
1-s2.0-S016523701400254X-main-Figure7-1.png,73,317
1-s2.0-S0165237015000042-main-Figure3-1.png,38,282
1-s2.0-S016523701500090X-main-Figure1-1.png,64,249
1-s2.0-S016523701500090X-main-Figure6-1.png,57,233
1-s2.0-S0165237015300231-main-Figure1-1.png,41,349
1-s2.0-S016523701530187X-main-Figure2-1.png,68,331
1-s2.0-S0165237015302382-main-Figure2-1.png,270,204
1-s2.0-S0165237015302382-main-Figure4-1.png,63,201
1-s2.0-S016523701630568X-main-Figure2-1.png,61,265
1-s2.0-S016523701630568X-main-Figure3-1.png,62,273
1-s2.0-S0165237018302754-main-Figure4-1.png,65,300
1-s2.0-S0165237019300336-main-Figure4-1.png,45,309
1-s2.0-S016777991300022X-main-Figure1-1.png,105,307
1-s2.0-S0196890414011388-main-Figure4-1.png,30,344
1-s2.0-S0196890415002939-main-Figure7-1.png,59,245
1-s2.0-S0196890416301571-main-Figure11-1.png,55,312
1-s2.0-S0196890416301571-main-Figure12-1.png,51,338
1-s2.0-S0196890416301571-main-Figure5-1.png,54,313
1-s2.0-S0196890416301571-main-Figure6-1.png,52,312
1-s2.0-S0196890416301571-main-Figure7-1.png,50,318
1-s2.0-S0196890416301984-main-Figure1-1.png,38,185
1-s2.0-S0196890416306021-main-Figure3-1.png,44,297
1-s2.0-S0196890416306021-main-Figure4-1.png,44,299
1-s2.0-S0196890416306021-main-Figure5-1.png,43,299
1-s2.0-S0196890416306021-main-Figure6-1.png,47,293
1-s2.0-S0196890416306021-main-Figure7-1.png,46,299
1-s2.0-S0196890416309396-main-Figure4-1.png,79,297
1-s2.0-S0196890416310159-main-Figure3-1.png,54,272
1-s2.0-S0196890416310159-main-Figure4-1.png,61,274
1-s2.0-S0196890416310159-main-Figure5-1.png,54,289
1-s2.0-S0196890416310159-main-Figure6-1.png,67,291
1-s2.0-S0196890416310445-main-Figure10-1.png,78,322
1-s2.0-S0196890416311475-main-Figure1-1.png,60,338
1-s2.0-S0196890417301693-main-Figure2-1.png,47,182
1-s2.0-S0196890417303643-main-Figure2-1.png,58,295
1-s2.0-S0196890417303643-main-Figure3-1.png,59,308
1-s2.0-S0196890417303643-main-Figure4-1.png,54,301
1-s2.0-S0196890417303643-main-Figure5-1.png,55,301
1-s2.0-S0196890417303643-main-Figure6-1.png,53,306
1-s2.0-S0196890417310452-main-Figure4-1.png,51,433
1-s2.0-S0196890417310452-main-Figure6-1.png,80,301
1-s2.0-S0196890417310634-main-Figure2-1.png,57,325
1-s2.0-S0196890417310634-main-Figure3-1.png,54,329
1-s2.0-S0196890417310634-main-Figure4-1.png,52,305
1-s2.0-S0196890417310634-main-Figure8-1.png,64,323
1-s2.0-S0196890417311330-main-Figure1-1.png,49,309
1-s2.0-S0196890417311330-main-Figure3-1.png,51,347
1-s2.0-S0196890417312049-main-Figure2-1.png,58,316
1-s2.0-S0196890417312049-main-Figure4-1.png,61,321
1-s2.0-S0196890417312049-main-Figure6-1.png,67,313
1-s2.0-S0196890418306320-main-Figure2-1.png,55,337
1-s2.0-S0196890418306320-main-Figure3-1.png,50,316
1-s2.0-S0196890418306320-main-Figure4-1.png,48,327
1-s2.0-S0196890418306320-main-Figure5-1.png,46,325
1-s2.0-S0196890418307970-main-Figure12-1.png,52,395
1-s2.0-S0196890418307970-main-Figure13-1.png,53,412
1-s2.0-S0196890418307970-main-Figure3-1.png,43,396
1-s2.0-S0196890418307970-main-Figure4-1.png,51,394
1-s2.0-S0196890418307970-main-Figure5-1.png,44,392
1-s2.0-S0196890418307970-main-Figure6-1.png,67,365
1-s2.0-S0196890418309257-main-Figure2-1.png,59,342
1-s2.0-S0196890418313062-main-Figure1-1.png,228,495
1-s2.0-S0254058415000796-main-Figure7-1.png,54,351
1-s2.0-S0255270117305664-main-Figure7-1.png,85,462
1-s2.0-S0301479714003569-main-Figure1-1.png,45,237
1-s2.0-S0301479717303808-main-Figure2-1.png,57,400
1-s2.0-S0301479717312598-main-Figure1-1.png,53,320
1-s2.0-S0301479719305298-main-Figure5-1.png,72,337
1-s2.0-S0301479719305298-main-Figure7-1.png,45,345
1-s2.0-S0301479719305298-main-Figure8-1.png,76,347
1-s2.0-S0304389409001162-main-Figure1-1.png,67,253
1-s2.0-S0304389419307630-main-Figure2-1.png,41,305
1-s2.0-S0306261913003887-main-Figure3-1.png,55,346
1-s2.0-S0306261914002840-main-Figure3-1.png,70,275
1-s2.0-S0306261914004310-main-Figure5-1.png,55,259
1-s2.0-S0306261914007430-main-Figure5-1.png,47,282
1-s2.0-S0306261914010459-main-Figure1-1.png,53,298
1-s2.0-S0306261914010459-main-Figure2-1.png,46,296
1-s2.0-S0306261914012586-main-Figure4-1.png,42,281
1-s2.0-S0306261914012677-main-Figure4-1.png,61,398
1-s2.0-S0306261914013221-main-Figure1-1.png,64,255
1-s2.0-S0306261914013221-main-Figure2-1.png,66,256
1-s2.0-S0306261915007096-main-Figure4-1.png,175,456
1-s2.0-S0306261916000167-main-Figure3-1.png,67,285
1-s2.0-S0306261916300745-main-Figure9-1.png,54,318
1-s2.0-S0306261916313198-main-Figure7-1.png,61,241
1-s2.0-S0306261916313198-main-Figure8-1.png,61,240
1-s2.0-S0306261917311261-main-Figure1-1.png,68,437
1-s2.0-S0306261917311261-main-Figure3-1.png,66,466
1-s2.0-S0306261917311261-main-Figure4-1.png,63,467
1-s2.0-S0306261917311261-main-Figure5-1.png,69,471
1-s2.0-S0306261917311261-main-Figure6-1.png,72,471
1-s2.0-S0306261919305963-main-Figure3-1.png,45,308
1-s2.0-S0306261919308104-main-Figure9-1.png,56,287
1-s2.0-S0306261919313418-main-Figure12-1.png,49,351
1-s2.0-S0306261919313418-main-Figure17-1.png,47,6
1-s2.0-S0306261919313431-main-Figure5-1.png,45,252
1-s2.0-S0306261919313431-main-Figure8-1.png,40,238
1-s2.0-S0306261919313662-main-Figure1-1.png,72,464
1-s2.0-S0306261920300623-main-Figure2-1.png,50,382
1-s2.0-S0306261920300623-main-Figure4-1.png,53,399
1-s2.0-S0306261920300702-main-Figure14-1.png,67,323
1-s2.0-S0306261920300702-main-Figure6-1.png,36,170
1-s2.0-S0306261920300702-main-Figure7-1.png,57,277
1-s2.0-S0360128515000246-main-Figure14-1.png,98,361
1-s2.0-S0360128515000246-main-Figure6-1.png,62,402
1-s2.0-S0360319908007398-main-Figure1-1.png,53,270
1-s2.0-S0360319908007398-main-Figure2-1.png,54,203
1-s2.0-S0360319908007398-main-Figure3-1.png,54,203
1-s2.0-S0360319915019151-main-Figure7-1.png,74,298
1-s2.0-S0360319915019151-main-Figure8-1.png,75,292
1-s2.0-S036031991502683X-main-Figure2-1.png,49,309
1-s2.0-S036031991502683X-main-Figure3-1.png,44,342
1-s2.0-S0360319917300198-main-Figure2-1.png,82,470
1-s2.0-S0360319917319535-main-Figure2-1.png,63,353
1-s2.0-S0360319918340709-main-Figure6-1.png,42,238
1-s2.0-S0360319919332008-main-Figure4-1.png,63,364
1-s2.0-S0360319919332008-main-Figure5-1.png,54,374
1-s2.0-S0360319919332008-main-Figure6-1.png,71,306
1-s2.0-S0360319919332008-main-Figure7-1.png,70,306
1-s2.0-S0360319919332008-main-Figure8-1.png,60,327
1-s2.0-S0360544213003800-main-Figure3-1.png,50,336
1-s2.0-S0360544213003800-main-Figure6-1.png,44,336
1-s2.0-S0360544214013401-main-Figure2-1.png,56,345
1-s2.0-S0360544215000511-main-Figure6-1.png,51,368
1-s2.0-S0360544215004429-main-Figure8-1.png,49,322
1-s2.0-S0360544215012153-main-Figure3-1.png,52,450
1-s2.0-S0360544215012153-main-Figure5-1.png,42,298
1-s2.0-S0360544215012517-main-Figure4-1.png,100,346
1-s2.0-S0360544216301062-main-Figure3-1.png,65,294
1-s2.0-S0360544216301062-main-Figure4-1.png,67,294
1-s2.0-S0360544216301062-main-Figure5-1.png,67,224
1-s2.0-S0360544216301062-main-Figure6-1.png,67,225
1-s2.0-S0360544216301062-main-Figure7-1.png,67,223
1-s2.0-S0360544216301062-main-Figure8-1.png,67,223
1-s2.0-S0360544216309380-main-Figure2-1.png,133,302
1-s2.0-S0360544216311367-main-Figure4-1.png,48,334
1-s2.0-S0360544216318205-main-Figure6-1.png,56,244
1-s2.0-S036054421730508X-main-Figure3-1.png,68,351
1-s2.0-S0360544217311611-main-Figure5-1.png,79,281
1-s2.0-S0360544217311611-main-Figure6-1.png,50,364
1-s2.0-S0360544217311611-main-Figure8-1.png,74,299
1-s2.0-S0360544217312136-main-Figure3-1.png,96,665
1-s2.0-S0360544218302147-main-Figure4-1.png,66,364
1-s2.0-S0360544218302147-main-Figure6-1.png,55,326
1-s2.0-S0360544218302147-main-Figure7-1.png,53,338
1-s2.0-S0360544218303803-main-Figure10-1.png,43,328
1-s2.0-S0360544218303803-main-Figure13-1.png,46,310
1-s2.0-S0360544218303803-main-Figure3-1.png,48,330
1-s2.0-S0360544218303803-main-Figure5-1.png,46,327
1-s2.0-S0360544218303803-main-Figure6-1.png,48,328
1-s2.0-S0360544218303803-main-Figure9-1.png,42,326
1-s2.0-S0360544218306649-main-Figure4-1.png,73,276
1-s2.0-S0360544218308430-main-Figure1-1.png,42,236
1-s2.0-S0360544218308648-main-Figure4-1.png,49,308
1-s2.0-S0360544218309411-main-Figure4-1.png,77,293
1-s2.0-S0360544218312568-main-Figure2-1.png,44,292
1-s2.0-S0360544218314944-main-Figure1-1.png,94,288
1-s2.0-S0360544218314944-main-Figure3-1.png,89,287
1-s2.0-S0360544218319558-main-Figure10-1.png,128,366
1-s2.0-S0360544218319558-main-Figure11-1.png,119,390
1-s2.0-S0360544218319558-main-Figure12-1.png,122,369
1-s2.0-S0360544218319558-main-Figure3-1.png,162,381
1-s2.0-S0360544218319558-main-Figure8-1.png,114,370
1-s2.0-S0360544219302749-main-Figure10-1.png,38,321
1-s2.0-S0360544219302749-main-Figure2-1.png,45,336
1-s2.0-S0360544219302749-main-Figure3-1.png,45,338
1-s2.0-S0360544219302749-main-Figure4-1.png,45,338
1-s2.0-S0360544219302749-main-Figure5-1.png,45,338
1-s2.0-S0360544219302749-main-Figure6-1.png,45,333
1-s2.0-S0360544219302749-main-Figure7-1.png,41,330
1-s2.0-S0360544219302865-main-Figure3-1.png,73,306
1-s2.0-S0360544219302865-main-Figure4-1.png,71,317
1-s2.0-S0360544219302865-main-Figure5-1.png,59,312
1-s2.0-S0360544219303020-main-Figure4-1.png,55,317
1-s2.0-S0360544219303020-main-Figure5-1.png,59,300
1-s2.0-S0360544219308230-main-Figure1-1.png,47,326
1-s2.0-S0360544219308230-main-Figure2-1.png,48,324
1-s2.0-S0360544219308230-main-Figure3-1.png,45,322
1-s2.0-S0360544219318316-main-Figure8-1.png,53,318
1-s2.0-S0360544219319917-main-Figure3-1.png,50,380
1-s2.0-S0360544219319917-main-Figure4-1.png,56,341
1-s2.0-S0360544219320031-main-Figure10-1.png,76,320
1-s2.0-S0360544219320031-main-Figure6-1.png,66,328
1-s2.0-S0360544219320031-main-Figure8-1.png,63,331
1-s2.0-S0360544219323400-main-Figure10-1.png,50,337
1-s2.0-S0360544219323400-main-Figure8-1.png,62,417
1-s2.0-S0378382010003061-main-Figure4-1.png,48,354
1-s2.0-S0378382010003061-main-Figure5-1.png,47,356
1-s2.0-S0378382011003262-main-Figure7-1.png,65,365
1-s2.0-S0378382013001008-main-Figure2-1.png,45,277
1-s2.0-S0378382014000290-main-Figure2-1.png,154,164
1-s2.0-S0378382014004524-main-Figure1-1.png,53,300
1-s2.0-S0378382015001563-main-Figure6-1.png,60,377
1-s2.0-S037838201530062X-main-Figure1-1.png,57,327
1-s2.0-S037838201530062X-main-Figure2-1.png,46,333
1-s2.0-S0378382015301028-main-Figure5-1.png,54,352
1-s2.0-S0378382015302022-main-Figure6-1.png,45,252
1-s2.0-S0378382015302046-main-Figure5-1.png,63,231
1-s2.0-S0378382015302046-main-Figure6-1.png,57,235
1-s2.0-S0378382015302046-main-Figure7-1.png,89,269
1-s2.0-S0378382016300042-main-Figure2-1.png,47,286
1-s2.0-S0378382016300042-main-Figure5-1.png,57,258
1-s2.0-S0378382016300042-main-Figure6-1.png,57,284
1-s2.0-S0378382016300625-main-Figure1-1.png,68,315
1-s2.0-S0378382016300625-main-Figure2-1.png,65,312
1-s2.0-S0378382016300625-main-Figure3-1.png,68,311
1-s2.0-S0378382016300625-main-Figure4-1.png,66,301
1-s2.0-S0378382016303216-main-Figure6-1.png,41,302
1-s2.0-S0378382016303216-main-Figure7-1.png,57,303
1-s2.0-S0378382016303514-main-Figure1-1.png,39,242
1-s2.0-S0378382016303514-main-Figure2-1.png,37,244
1-s2.0-S0378382016303514-main-Figure3-1.png,58,286
1-s2.0-S0378382016303514-main-Figure4-1.png,35,245
1-s2.0-S0378382016303514-main-Figure5-1.png,40,246
1-s2.0-S0378382016303514-main-Figure6-1.png,35,252
1-s2.0-S0378382016307494-main-Figure11-1.png,43,350
1-s2.0-S0378382016307494-main-Figure12-1.png,57,295
1-s2.0-S0378382017303247-main-Figure5-1.png,43,323
1-s2.0-S0378382017309931-main-Figure5-1.png,77,296
1-s2.0-S0378382017309931-main-Figure6-1.png,57,317
1-s2.0-S0378382017309931-main-Figure7-1.png,58,315
1-s2.0-S0378382017319185-main-Figure5-1.png,70,316
1-s2.0-S0378382017319185-main-Figure6-1.png,74,435
1-s2.0-S0378382018310336-main-Figure10-1.png,83,382
1-s2.0-S0378382018310336-main-Figure5-1.png,87,423
1-s2.0-S0378382018310336-main-Figure9-1.png,74,382
1-s2.0-S037838201831275X-main-Figure3-1.png,50,396
1-s2.0-S037838201831275X-main-Figure5-1.png,56,550
1-s2.0-S0378382018318666-main-Figure7-1.png,76,367
1-s2.0-S0378382018325591-main-Figure3-1.png,54,361
1-s2.0-S0734975018301800-main-Figure2-1.png,52,236
1-s2.0-S0896844611001549-main-Figure1-1.png,64,261
1-s2.0-S0896844611003731-main-Figure3-1.png,66,322
1-s2.0-S0896844612002495-main-Figure1-1.png,47,329
1-s2.0-S0896844612002495-main-Figure2-1.png,51,336
1-s2.0-S0896844612002495-main-Figure3-1.png,53,321
1-s2.0-S0896844612002495-main-Figure5-1.png,52,328
1-s2.0-S0896844612002495-main-Figure6-1.png,52,329
1-s2.0-S0896844612002495-main-Figure7-1.png,45,322
1-s2.0-S0896844612003270-main-Figure3-1.png,43,276
1-s2.0-S0896844612003270-main-Figure4-1.png,42,278
1-s2.0-S0896844614003222-main-Figure4-1.png,63,240
1-s2.0-S0896844614003222-main-Figure8-1.png,94,213
1-s2.0-S0896844614003222-main-Figure9-1.png,95,212
1-s2.0-S0896844615300243-main-Figure1-1.png,61,420
1-s2.0-S0896844615300917-main-Figure3-1.png,52,317
1-s2.0-S0896844615300917-main-Figure4-1.png,51,260
1-s2.0-S0896844616300651-main-Figure10-1.png,57,345
1-s2.0-S0896844616300651-main-Figure11-1.png,58,328
1-s2.0-S0896844616300651-main-Figure2-1.png,86,298
1-s2.0-S0896844616300651-main-Figure7-1.png,76,284
1-s2.0-S0896844616300651-main-Figure9-1.png,65,294
1-s2.0-S0896844616301450-main-Figure12-1.png,74,323
1-s2.0-S0896844616302509-main-Figure3-1.png,47,379
1-s2.0-S0896844616302923-main-Figure5-1.png,67,251
1-s2.0-S0896844616302923-main-Figure8-1.png,63,268
1-s2.0-S0896844617302437-main-Figure5-1.png,50,251
1-s2.0-S0896844617303054-main-Figure4-1.png,56,409
1-s2.0-S0896844617303054-main-Figure5-1.png,59,404
1-s2.0-S0896844617305715-main-Figure2-1.png,41,309
1-s2.0-S0896844617305715-main-Figure3-1.png,38,310
1-s2.0-S0896844617305715-main-Figure4-1.png,38,308
1-s2.0-S0896844617308306-main-Figure1-1.png,68,444
1-s2.0-S0896844617309117-main-Figure5-1.png,83,328
1-s2.0-S0896844618300883-main-Figure1-1.png,38,317
1-s2.0-S0896844618303309-main-Figure1-1.png,58,303
1-s2.0-S0896844618306533-main-Figure2-1.png,62,348
1-s2.0-S0896844618306533-main-Figure3-1.png,62,344
1-s2.0-S0896844618306533-main-Figure4-1.png,60,336
1-s2.0-S0896844618306533-main-Figure5-1.png,72,337
1-s2.0-S0896844618308416-main-Figure9-1.png,39,301
1-s2.0-S0896844619307077-main-Figure2-1.png,68,351
1-s2.0-S0920586118306837-main-Figure1-1.png,73,329
1-s2.0-S0920586118306837-main-Figure4-1.png,56,292
1-s2.0-S0920586118306837-main-Figure5-1.png,64,253
1-s2.0-S0920586118306837-main-Figure6-1.png,79,280
1-s2.0-S0920586119305371-main-Figure11-1.png,61,334
1-s2.0-S0921344914000974-main-Figure2-1.png,49,256
1-s2.0-S0926337311003766-main-Figure2-1.png,55,380
1-s2.0-S0926337312002019-main-Figure3-1.png,58,230
1-s2.0-S0926337312002019-main-Figure4-1.png,61,218
1-s2.0-S0926337314007346-main-Figure1-1.png,65,250
1-s2.0-S0926337314007346-main-Figure2-1.png,62,243
1-s2.0-S0926337314007346-main-Figure3-1.png,63,272
1-s2.0-S0926337314007346-main-Figure5-1.png,57,225
1-s2.0-S0926337314007346-main-Figure6-1.png,87,337
1-s2.0-S0926337314007346-main-Figure7-1.png,59,235
1-s2.0-S0926337314007346-main-Figure8-1.png,64,233
1-s2.0-S0926337316301667-main-Figure7-1.png,66,329
1-s2.0-S0926669016300905-main-Figure5-1.png,61,245
1-s2.0-S0926669017305915-main-Figure1-1.png,54,344
1-s2.0-S0926669019304285-main-Figure7-1.png,64,446
1-s2.0-S0926669019310118-main-Figure2-1.png,36,264
1-s2.0-S0926669019310118-main-Figure3-1.png,49,355
1-s2.0-S0926860X17303800-main-Figure1-1.png,56,311
1-s2.0-S0926860X17303800-main-Figure5-1.png,54,334
1-s2.0-S0956053X1500361X-main-Figure2-1.png,31,292
1-s2.0-S0956053X16303658-main-Figure1-1.png,60,450
1-s2.0-S0956053X16303658-main-Figure2-1.png,61,238
1-s2.0-S0956053X17304403-main-Figure3-1.png,62,298
1-s2.0-S0956053X17305809-main-Figure3-1.png,52,382
1-s2.0-S0956053X17305809-main-Figure5-1.png,52,388
1-s2.0-S0956053X17305809-main-Figure6-1.png,46,394
1-s2.0-S0956053X17307638-main-Figure7-1.png,56,268
1-s2.0-S0956053X17307638-main-Figure8-1.png,55,283
1-s2.0-S0956053X1830312X-main-Figure4-1.png,43,250
1-s2.0-S0956053X18303404-main-Figure2-1.png,53,319
1-s2.0-S0956053X18303404-main-Figure3-1.png,55,322
1-s2.0-S0956053X18303404-main-Figure7-1.png,53,319
1-s2.0-S0956053X18304677-main-Figure2-1.png,53,341
1-s2.0-S0956053X19305410-main-Figure2-1.png,71,327
1-s2.0-S0956053X19305410-main-Figure3-1.png,52,278
1-s2.0-S0956053X19305410-main-Figure5-1.png,49,278
1-s2.0-S0956053X19306993-main-Figure2-1.png,43,189
1-s2.0-S0956053X19306993-main-Figure5-1.png,50,235
1-s2.0-S0957582017301969-main-Figure3-1.png,54,214
1-s2.0-S0957582017303786-main-Figure1-1.png,45,277
1-s2.0-S0957582017303786-main-Figure2-1.png,42,276
1-s2.0-S0959652614003035-main-Figure2-1.png,40,196
1-s2.0-S0959652614003035-main-Figure3-1.png,60,195
1-s2.0-S0959652616311921-main-Figure7-1.png,60,419
1-s2.0-S0959652617330123-main-Figure3-1.png,36,355
1-s2.0-S0959652618327124-main-Figure3-1.png,56,266
1-s2.0-S0959652619312260-main-Figure4-1.png,70,294
1-s2.0-S0959652619312260-main-Figure6-1.png,71,348
1-s2.0-S0959652619315331-main-Figure4-1.png,82,317
1-s2.0-S0959652619316634-main-Figure4-1.png,62,220
1-s2.0-S0959652619316634-main-Figure6-1.png,68,52
1-s2.0-S0959652619327118-main-Figure5-1.png,119,308
1-s2.0-S0959652619332640-main-Figure3-1.png,109,486
1-s2.0-S0959652619332640-main-Figure4-1.png,50,531
1-s2.0-S0960148116300659-main-Figure5-1.png,89,359
1-s2.0-S0960148116302476-main-Figure2-1.png,46,347
1-s2.0-S0960148116302476-main-Figure3-1.png,37,357
1-s2.0-S0960148116302476-main-Figure4-1.png,57,293
1-s2.0-S0960148116302476-main-Figure5-1.png,63,365
1-s2.0-S0960148116308461-main-Figure3-1.png,76,283
1-s2.0-S0960148116311120-main-Figure4-1.png,34,289
1-s2.0-S0960148117311424-main-Figure5-1.png,69,250
1-s2.0-S0960148117311424-main-Figure6-1.png,58,212
1-s2.0-S0960148117311424-main-Figure7-1.png,63,259
1-s2.0-S0960148118315787-main-Figure10-1.png,77,332
1-s2.0-S0960148118315787-main-Figure12-1.png,476,246
1-s2.0-S0960148119301648-main-Figure2-1.png,49,344
1-s2.0-S0960148119301648-main-Figure6-1.png,43,366
1-s2.0-S0960148119304768-main-Figure1-1.png,42,475
1-s2.0-S0960148119304768-main-Figure7-1.png,51,421
1-s2.0-S0960148119305488-main-Figure4-1.png,41,344
1-s2.0-S0960148119311048-main-Figure5-1.png,74,276
1-s2.0-S0960148119313230-main-Figure2-1.png,62,470
1-s2.0-S0960148119316428-main-Figure2-1.png,58,150
1-s2.0-S0960148119316428-main-Figure3-1.png,69,149
1-s2.0-S0960148119316428-main-Figure4-1.png,80,143
1-s2.0-S0960148119317331-main-Figure10-1.png,76,250
1-s2.0-S0960148119317331-main-Figure12-1.png,80,292
1-s2.0-S0960148119317331-main-Figure3-1.png,64,337
1-s2.0-S0960308519300203-main-Figure2-1.png,132,378
1-s2.0-S0960308519306224-main-Figure5-1.png,58,355
